Seedling	Site	W.C	GrowChamber	Unique.Random.ID	Pot	File.x	Total.Reads.x	Aligned.Reads.x	Unaligned.Reads.x	Ambiguously.Aligned.Reads.x	No.Genomic.Sequence.x	Duplicate.Reads..removed..x	Unique.Reads..remaining..x	Total.Cs.x	Methylated.CpGs.x	Unmethylated.CpGs.x	Methylated.chgs.x	Unmethylated.chgs.x	Methylated.CHHs.x	Unmethylated.CHHs.x	Site.x	Tag	File.y	Total.Reads.y	Aligned.Reads.y	Unaligned.Reads.y	Ambiguously.Aligned.Reads.y	No.Genomic.Sequence.y	Duplicate.Reads..removed..y	Unique.Reads..remaining..y	Total.Cs.y	Methylated.CpGs.y	Unmethylated.CpGs.y	Methylated.chgs.y	Unmethylated.chgs.y	Methylated.CHHs.y	Unmethylated.CHHs.y	Species.x	Site.x.x	Community.x	Plot.x	C.W.G.x	Plant.ID.x	Leaf.collection.DOY.x	Phenology.x	Collector.x	mix	Species.y	Site.y	Plot.y	C.T.x	Plant.ID.y	Date	FLWR.PHENO.Flwr.Bud	FLWR.PHENO.Flwr.Mat	FLWR.PHENO.Flwr.Sen.	FLWR.PHENO.Cap.twist	FLWR.PHENO.Seed.Disp	FLWR.PHE.Aborted	Eaten	Height	PHENO	Flwr_total	Community.y	C.W.G.y	Plot.x.x	Plant.ID.x.x	Phenology.2018	X..Cap.Twist.2019	Collect.	Tag.nearby	X2019.Collection.Count	Collection.2019	Weight.x	Photo.time	Photo.DOY	DOY.Lv.collected	Lf.hairs	Aphids	Crystals.on.lv	DOY.Seed...Lv.Collected.2019	Plate.x	Location.x	Comments.x	Petri.Dish.ID.	C.T.y	Plant.ID.y.y	Species.x.x	Site.y.y	Plot.y.y	X..seeds..50.seeds.	X..seeds.Petri.dish.in.lab	ungerminated.seed.count.GD33	total.germinated.seeds	Seeds.Collection.DOY	Phenology.y	X..seeds..all.seeds.	weight.all.seeds..g.mg.	X..extra.seed	weight.extra.seeds..g.mg.	weight.50.seeds..mg.	Extra.seeds..Y.N.	Processor	Comments.y	Unique.non.random.ID	X..Dryas.flwrs	Dryas.seed.Ripeness	Notes	Chamber	C.W	Site.x.x.x	Species.y.y	Community.x.x	Plot.x.x.x	Plant.ID.x.x.x	Unique.Random.ID.x	Number.of.Seeds	Seed.weight.mg	Seed.Agar.group	Jan22.Low	Jan25.Low	Jan28.Low	Jan31.Low	Feb1st	Percent_germ	Plate.y	Location.y	Numb.Lv	Weight.y	DNA.extraction.comments	Hair.on.leaves	Petioles	Observer	Unique.Random.ID.1	Species	Site.y.y.y	Community.y.y	Plot.y.y.y	C.W.G	Plant.ID.y.y.y	Leaf.collection.DOY.y	Phenology	Collector.y	Latitude	Longitude	Comments
SE	L	C	H	194	92	SE_L_C_H_194_92_F112566_R1_val_1_bismark_bt2_pe.bam	67927600	45297395	14633557	7996571	77	15146776	30150619	1004148922	67087124	47503761	48970411	96366546	68160005	676061075	LATJ	02C	C2.25.3d2_LATJ_02C_194_R1_val_1_bismark_bt2_pe.bam	68371811	50814419	9152226	8404980	186	6453000	44361419	1639098478	52594540	108353540	28216228	198574067	33485399	1217874704	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	LOW	C	Latnjajaure Field Station (LFS)	D.octopetala	Dryas	ctrl2	C18	194	25	0.01	D1	0	2	1	1	1	0.04	3 and 4	d2	3	10.5		NA			194	D.octopetala	Latnjajaure Field Station (LFS)	Dryas	ctrl2	C	C18	240	N	Johan Martinelli			
SE	L	C	H	194	92	SE_L_C_H_194_92_F112566_R1_val_1_bismark_bt2_pe.bam	67927600	45297395	14633557	7996571	77	15146776	30150619	1004148922	67087124	47503761	48970411	96366546	68160005	676061075	LATJ	02C	C2.25.3d2_LATJ_02C_194_R1_val_1_bismark_bt2_pe.bam	68371811	50814419	9152226	8404980	186	6453000	44361419	1639098478	52594540	108353540	28216228	198574067	33485399	1217874704	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	HIGH	C	Latnjajaure Field Station (LFS)	D.octopetala	Dryas	ctrl2	C18	194	25	0.01	D1	0	0	0	0	0	0	3 and 4	d2	3	10.5		NA			194	D.octopetala	Latnjajaure Field Station (LFS)	Dryas	ctrl2	C	C18	240	N	Johan Martinelli			
SE	L	C	H	194	92J	SE_L_C_H_194_92J_F112572_R1_val_1_bismark_bt2_pe.bam	51370418	33388712	12588572	5393023	111	13171467	20217245	662530592	30716165	38308194	21989016	68594773	53355382	449567062	LATJ	02C	C2.25.3d2_LATJ_02C_194_R1_val_1_bismark_bt2_pe.bam	68371811	50814419	9152226	8404980	186	6453000	44361419	1639098478	52594540	108353540	28216228	198574067	33485399	1217874704	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	LOW	C	Latnjajaure Field Station (LFS)	D.octopetala	Dryas	ctrl2	C18	194	25	0.01	D1	0	2	1	1	1	0.04	3 and 4	d2	3	10.5		NA			194	D.octopetala	Latnjajaure Field Station (LFS)	Dryas	ctrl2	C	C18	240	N	Johan Martinelli			
SE	L	C	H	194	92J	SE_L_C_H_194_92J_F112572_R1_val_1_bismark_bt2_pe.bam	51370418	33388712	12588572	5393023	111	13171467	20217245	662530592	30716165	38308194	21989016	68594773	53355382	449567062	LATJ	02C	C2.25.3d2_LATJ_02C_194_R1_val_1_bismark_bt2_pe.bam	68371811	50814419	9152226	8404980	186	6453000	44361419	1639098478	52594540	108353540	28216228	198574067	33485399	1217874704	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	HIGH	C	Latnjajaure Field Station (LFS)	D.octopetala	Dryas	ctrl2	C18	194	25	0.01	D1	0	0	0	0	0	0	3 and 4	d2	3	10.5		NA			194	D.octopetala	Latnjajaure Field Station (LFS)	Dryas	ctrl2	C	C18	240	N	Johan Martinelli			
SE	L	C	L	187	38	SE_L_C_L_187_38_F112560_R1_val_1_bismark_bt2_pe.bam	70394813	48026640	16134062	6234013	98	16202686	31823954	1076806261	56765286	50522822	38218877	106984381	60014450	764300445	LATJ	00C	C2.27.3e1_LATJ_00C_187_R1_val_1_bismark_bt2_pe.bam	73121593	54343338	10228875	8549150	230	6644141	47699197	1805625041	55703342	122752771	30031186	220284337	34718461	1342134944	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	LOW	C	Latnjajaure Field Station (LFS)	D.octopetala	Dryas	outside	C12	187	25	0.013	C3	1	0	3	4	4	0.16	3 and 4	e1	2	11.5		NA			187	D.octopetala	Latnjajaure Field Station (LFS)	Dryas	outside	C	C12	238	N	Johan Martinelli			
SE	L	C	L	187	38	SE_L_C_L_187_38_F112560_R1_val_1_bismark_bt2_pe.bam	70394813	48026640	16134062	6234013	98	16202686	31823954	1076806261	56765286	50522822	38218877	106984381	60014450	764300445	LATJ	00C	C2.27.3e1_LATJ_00C_187_R1_val_1_bismark_bt2_pe.bam	73121593	54343338	10228875	8549150	230	6644141	47699197	1805625041	55703342	122752771	30031186	220284337	34718461	1342134944	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	HIGH	C	Latnjajaure Field Station (LFS)	D.octopetala	Dryas	outside	C12	187	25	0.013	C3	0	0	3	5	5	0.2	3 and 4	e1	2	11.5		NA			187	D.octopetala	Latnjajaure Field Station (LFS)	Dryas	outside	C	C12	238	N	Johan Martinelli			
SE	L	C	L	198	35	SE_L_C_L_198_35_F112558_R1_val_1_bismark_bt2_pe.bam	66978818	45749065	13958288	7271340	125	4587505	41161560	1631720930	69491319	88997579	40804745	193479475	47066933	1191880879	LATD2C	6	C2.C11.C2h2_LATD2C_6_198_R1_val_1_bismark_bt2_pe.bam	69467926	48606154	9708058	11153441	273	8432354	40173800	1382574836	52964992	86078348	29158667	162991044	29946974	1021434811	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	LOW	C	Latnjajaure Field Station (LFS)	D.octopetala	Dryas	ctrl2	C6	198	25	0.011	C4	0	1	1	1	1	0.04	3 and 4	h2	3	10.5		NA			198	D.octopetala	Latnjajaure Field Station (LFS)	Dryas	ctrl2	C	C6	234	N	Johan Martinelli			
SE	L	C	L	198	35	SE_L_C_L_198_35_F112558_R1_val_1_bismark_bt2_pe.bam	66978818	45749065	13958288	7271340	125	4587505	41161560	1631720930	69491319	88997579	40804745	193479475	47066933	1191880879	LATD2C	6	C2.C11.C2h2_LATD2C_6_198_R1_val_1_bismark_bt2_pe.bam	69467926	48606154	9708058	11153441	273	8432354	40173800	1382574836	52964992	86078348	29158667	162991044	29946974	1021434811	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	HIGH	C	Latnjajaure Field Station (LFS)	D.octopetala	Dryas	ctrl2	C6	198	25	0.011	C4	0	3	4	4	5	0.2	3 and 4	h2	3	10.5		NA			198	D.octopetala	Latnjajaure Field Station (LFS)	Dryas	ctrl2	C	C6	234	N	Johan Martinelli			
SE	L	W	H	219	104	SE_L_W_H_219_104_F112567_R1_val_1_bismark_bt2_pe.bam	55090138	36758011	12545064	5787010	53	10679011	26079000	862452534	49371815	44472829	38039943	82076828	64419537	584071582	LATC1W	12	W2.E12.W2e5_LATC1W_12_219_R1_val_1_bismark_bt2_pe.bam	51415041	36035970	7431130	7947772	169	5480900	30555070	1106209246	44456746	64315145	26666139	126592616	26570383	817608217	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	LOW	W	Latnjajaure Field Station (LFS)	D.octopetala	Carex	OTC1	W12	219	25	0.013	C5	0	2	3	3	3	0.12	3 and 4	e5	7	13		NA			219	D.octopetala	Latnjajaure Field Station (LFS)	Carex	OTC1	W	W12	226	N	Mario Rudner			Fresh head
SE	L	W	H	219	104	SE_L_W_H_219_104_F112567_R1_val_1_bismark_bt2_pe.bam	55090138	36758011	12545064	5787010	53	10679011	26079000	862452534	49371815	44472829	38039943	82076828	64419537	584071582	LATC1W	12	W2.E12.W2e5_LATC1W_12_219_R1_val_1_bismark_bt2_pe.bam	51415041	36035970	7431130	7947772	169	5480900	30555070	1106209246	44456746	64315145	26666139	126592616	26570383	817608217	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	HIGH	W	Latnjajaure Field Station (LFS)	D.octopetala	Carex	OTC1	W12	219	25	0.013	C5	0	0	3	3	4	0.16	3 and 4	e5	7	13		NA			219	D.octopetala	Latnjajaure Field Station (LFS)	Carex	OTC1	W	W12	226	N	Mario Rudner			Fresh head
SE	L	W	H	219	105	SE_L_W_H_219_105_F112564_R1_val_1_bismark_bt2_pe.bam	45707767	29618501	11874886	4214321	59	4652501	24966000	855381019	43145521	41917887	30812881	85873126	43062675	610568929	LATC1W	12	W2.E12.W2e5_LATC1W_12_219_R1_val_1_bismark_bt2_pe.bam	51415041	36035970	7431130	7947772	169	5480900	30555070	1106209246	44456746	64315145	26666139	126592616	26570383	817608217	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	LOW	W	Latnjajaure Field Station (LFS)	D.octopetala	Carex	OTC1	W12	219	25	0.013	C5	0	2	3	3	3	0.12	3 and 4	e5	7	13		NA			219	D.octopetala	Latnjajaure Field Station (LFS)	Carex	OTC1	W	W12	226	N	Mario Rudner			Fresh head
SE	L	W	H	219	105	SE_L_W_H_219_105_F112564_R1_val_1_bismark_bt2_pe.bam	45707767	29618501	11874886	4214321	59	4652501	24966000	855381019	43145521	41917887	30812881	85873126	43062675	610568929	LATC1W	12	W2.E12.W2e5_LATC1W_12_219_R1_val_1_bismark_bt2_pe.bam	51415041	36035970	7431130	7947772	169	5480900	30555070	1106209246	44456746	64315145	26666139	126592616	26570383	817608217	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	HIGH	W	Latnjajaure Field Station (LFS)	D.octopetala	Carex	OTC1	W12	219	25	0.013	C5	0	0	3	3	4	0.16	3 and 4	e5	7	13		NA			219	D.octopetala	Latnjajaure Field Station (LFS)	Carex	OTC1	W	W12	226	N	Mario Rudner			Fresh head
SE	L	W	H	219	105J	SE_L_W_H_219_105J_F112571_R1_val_1_bismark_bt2_pe.bam	49726106	32984382	11633190	5108462	72	5599332	27385050	948920781	40874509	59225059	27998267	104581617	34412557	681828772	LATC1W	12	W2.E12.W2e5_LATC1W_12_219_R1_val_1_bismark_bt2_pe.bam	51415041	36035970	7431130	7947772	169	5480900	30555070	1106209246	44456746	64315145	26666139	126592616	26570383	817608217	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	LOW	W	Latnjajaure Field Station (LFS)	D.octopetala	Carex	OTC1	W12	219	25	0.013	C5	0	2	3	3	3	0.12	3 and 4	e5	7	13		NA			219	D.octopetala	Latnjajaure Field Station (LFS)	Carex	OTC1	W	W12	226	N	Mario Rudner			Fresh head
SE	L	W	H	219	105J	SE_L_W_H_219_105J_F112571_R1_val_1_bismark_bt2_pe.bam	49726106	32984382	11633190	5108462	72	5599332	27385050	948920781	40874509	59225059	27998267	104581617	34412557	681828772	LATC1W	12	W2.E12.W2e5_LATC1W_12_219_R1_val_1_bismark_bt2_pe.bam	51415041	36035970	7431130	7947772	169	5480900	30555070	1106209246	44456746	64315145	26666139	126592616	26570383	817608217	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	HIGH	W	Latnjajaure Field Station (LFS)	D.octopetala	Carex	OTC1	W12	219	25	0.013	C5	0	0	3	3	4	0.16	3 and 4	e5	7	13		NA			219	D.octopetala	Latnjajaure Field Station (LFS)	Carex	OTC1	W	W12	226	N	Mario Rudner			Fresh head
SE	L	W	L	190	43	SE_L_W_L_190_43_F112556_R1_val_1_bismark_bt2_pe.bam	46179288	27199478	14686136	4293596	78	9480375	17719103	575022867	25431009	33891812	17663022	61328541	37948143	398760340	LATC5W	18	W2.H10.W2h1_LATC5W_18_190_R1_val_1_bismark_bt2_pe.bam	67182355	47652613	9294105	10235403	234	9150665	38501948	1330790612	51131977	80885230	29837193	154548219	30547311	983840682	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	LOW	W	Latnjajaure Field Station (LFS)	D.octopetala	Carex	OTC5	W18	190	21	0.009	D1	0	2	2	2	2	0.095238095	3 and 4	h1	3	11.1		NA			190	D.octopetala	Latnjajaure Field Station (LFS)	Carex	OTC5	W	W18	234	N	Johan Martinelli			mature
SE	L	W	L	190	43	SE_L_W_L_190_43_F112556_R1_val_1_bismark_bt2_pe.bam	46179288	27199478	14686136	4293596	78	9480375	17719103	575022867	25431009	33891812	17663022	61328541	37948143	398760340	LATC5W	18	W2.H10.W2h1_LATC5W_18_190_R1_val_1_bismark_bt2_pe.bam	67182355	47652613	9294105	10235403	234	9150665	38501948	1330790612	51131977	80885230	29837193	154548219	30547311	983840682	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	HIGH	W	Latnjajaure Field Station (LFS)	D.octopetala	Carex	OTC5	W18	190	21	0.009	D1	0	0	6	8	8	0.380952381	3 and 4	h1	3	11.1		NA			190	D.octopetala	Latnjajaure Field Station (LFS)	Carex	OTC5	W	W18	234	N	Johan Martinelli			mature
SE	L	W	L	198	34	SE_L_W_L_198_34_F112563_R1_val_1_bismark_bt2_pe.bam	50980169	36162063	8343447	6474556	103	7595304	28566759	929826811	43642634	52162329	28017835	102513951	42886612	660603450	LATD2C	6	C2.C11.C2h2_LATD2C_6_198_R1_val_1_bismark_bt2_pe.bam	69467926	48606154	9708058	11153441	273	8432354	40173800	1382574836	52964992	86078348	29158667	162991044	29946974	1021434811	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	LOW	C	Latnjajaure Field Station (LFS)	D.octopetala	Dryas	ctrl2	C6	198	25	0.011	C4	0	1	1	1	1	0.04	3 and 4	h2	3	10.5		NA			198	D.octopetala	Latnjajaure Field Station (LFS)	Dryas	ctrl2	C	C6	234	N	Johan Martinelli			
SE	L	W	L	198	34	SE_L_W_L_198_34_F112563_R1_val_1_bismark_bt2_pe.bam	50980169	36162063	8343447	6474556	103	7595304	28566759	929826811	43642634	52162329	28017835	102513951	42886612	660603450	LATD2C	6	C2.C11.C2h2_LATD2C_6_198_R1_val_1_bismark_bt2_pe.bam	69467926	48606154	9708058	11153441	273	8432354	40173800	1382574836	52964992	86078348	29158667	162991044	29946974	1021434811	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	HIGH	C	Latnjajaure Field Station (LFS)	D.octopetala	Dryas	ctrl2	C6	198	25	0.011	C4	0	3	4	4	5	0.2	3 and 4	h2	3	10.5		NA			198	D.octopetala	Latnjajaure Field Station (LFS)	Dryas	ctrl2	C	C6	234	N	Johan Martinelli			
SE	L	W	L	219	42	SE_L_W_L_219_42_F112557_R1_val_1_bismark_bt2_pe.bam	55544831	30587570	18521261	6435892	108	2909172	27678398	981161727	38344943	63211958	23031974	121563384	20772680	714236788	LATC1W	12	W2.E12.W2e5_LATC1W_12_219_R1_val_1_bismark_bt2_pe.bam	51415041	36035970	7431130	7947772	169	5480900	30555070	1106209246	44456746	64315145	26666139	126592616	26570383	817608217	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	LOW	W	Latnjajaure Field Station (LFS)	D.octopetala	Carex	OTC1	W12	219	25	0.013	C5	0	2	3	3	3	0.12	3 and 4	e5	7	13		NA			219	D.octopetala	Latnjajaure Field Station (LFS)	Carex	OTC1	W	W12	226	N	Mario Rudner			Fresh head
SE	L	W	L	219	42	SE_L_W_L_219_42_F112557_R1_val_1_bismark_bt2_pe.bam	55544831	30587570	18521261	6435892	108	2909172	27678398	981161727	38344943	63211958	23031974	121563384	20772680	714236788	LATC1W	12	W2.E12.W2e5_LATC1W_12_219_R1_val_1_bismark_bt2_pe.bam	51415041	36035970	7431130	7947772	169	5480900	30555070	1106209246	44456746	64315145	26666139	126592616	26570383	817608217	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	HIGH	W	Latnjajaure Field Station (LFS)	D.octopetala	Carex	OTC1	W12	219	25	0.013	C5	0	0	3	3	4	0.16	3 and 4	e5	7	13		NA			219	D.octopetala	Latnjajaure Field Station (LFS)	Carex	OTC1	W	W12	226	N	Mario Rudner			Fresh head
SE	T	C	L	238	47	SE_T_C_L_238_47_F112559_R1_val_1_bismark_bt2_pe.bam	50881917	33348196	13213155	4320482	84	8999866	24348330	835050117	36165800	47471685	25607948	85292401	43230930	597281353	ALAS0C	5	C2.C01.C2h7_ALAS0C_5_238_R1_val_1_bismark_bt2_pe.bam	69265863	47999008	11026437	10240195	223	7804035	40194973	1365729593	53101825	78177441	32035859	157639584	30798159	1013976725	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	LOW	C	Toolik Lake, Alaska, USA	D.octopetala			C5	238	26	0.005	C6	0	0	0	0	0	0	3 and 4	h7	4	13.4	1 hairy	1			238	D.octopetala	Toolik Lake, Alaska, USA	NA		C	C5	235	N	Jeremy May	68d37'21.09N	149d35'52.90W	
SE	T	C	L	238	47	SE_T_C_L_238_47_F112559_R1_val_1_bismark_bt2_pe.bam	50881917	33348196	13213155	4320482	84	8999866	24348330	835050117	36165800	47471685	25607948	85292401	43230930	597281353	ALAS0C	5	C2.C01.C2h7_ALAS0C_5_238_R1_val_1_bismark_bt2_pe.bam	69265863	47999008	11026437	10240195	223	7804035	40194973	1365729593	53101825	78177441	32035859	157639584	30798159	1013976725	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	HIGH	C	Toolik Lake, Alaska, USA	D.octopetala			C5	238	26	0.005	C6	0	0	2	2	2	0.076923077	3 and 4	h7	4	13.4	1 hairy	1			238	D.octopetala	Toolik Lake, Alaska, USA	NA		C	C5	235	N	Jeremy May	68d37'21.09N	149d35'52.90W	
