0	0	0	0	0	0	0	0
660876995	309818825	1983604976	18122868	468743455	895882207	161115148	174009189
4785.87	2.7027	3742.86	4299.53	0	6524.61	0	0
3156.26	1593.9	30.5667	4093.09	0	6471.71	2144.72	1334.97
204.209	1385.81	3320.88	4543.7	4.34783	6539.07	0	2.77778
5530.51	1480.29	4015.73	4990.37	1366.65	6149.86	0	30.202
5194.06	0	1000.13	3900.71	1784.81	3514.61	49.1916	44.5739
58.1369	9.40171	3462.63	4844.5	3862.63	0	0	55.3209
5510.16	2104.15	5868.37	4428.58	12.5	6460.18	0	4
3076.54	1592.43	3476.28	4236.51	1904.82	5875.44	454.302	426.828
2265.4	2029.42	47.9167	4272.67	3515.73	3278.82	12.549	40.2439
167.088	2684.55	173.541	3770.26	3325.48	2964.47	2500	1300
5548.51	1531.15	3588.34	4776.19	1586.9	6337.49	99.6465	62.4792
253.988	0	3514.18	4815.46	0	0	734.509	651.925
0	2576.72	3921.53	4726.97	0	3441.01	921.447	232.47
3086.82	884.365	194.722	4388.44	3587.75	6673.07	577.8	517.135
5513.73	9.09091	4938.84	4459.57	0	6147.88	140.952	453.571
16.0256	1339.56	2743.57	4194.06	168.016	8.33333	496.204	376.14
4649.61	1625.41	7467.39	4291.4	103.333	0	991.618	579.743
5413.57	18.3333	4725.66	4507.88	5.55556	6227.5	0	11.1111
18.8034	1167.75	2673.73	4365.51	39.7436	0	478.135	564.06
666.915	1120.8	3593.77	4203.49	1294.07	6506.76	0	0
253.875	1319.94	3243.82	4312.28	1357.06	6711.97	0	0
2255.53	1714.05	296.062	4819.01	3504.05	6324.19	792.819	363.502
2613.65	0	3220.86	4757.79	3521.67	0	131.905	0
5562.13	1074.4	1034.41	3755.8	1116.57	2741.2	0	0
5427.35	5	4799.86	4064.35	0	6463.19	0	74.1758
416.262	1575.21	4530.01	4050.48	135.794	0	1268.06	1155.08
4264.09	2049.45	59.8214	4284.36	1737.28	3838.97	1058.51	510.391
4862.44	1273.55	3829.35	4466.96	3369.46	6342.17	633.053	453.105
4481.98	580.163	504.073	4449.15	1397.36	6049.11	1128.86	719.305
5207.98	10	106.375	4190.6	3494.4	6154.35	1243.94	906.969
30.4762	2585.84	5830.17	4252.22	1605.32	0	1029.9	1084.38
33.3333	1250.33	194.928	4235.56	2517.5	5557.26	0	0
2207.8	1695.85	6227.55	4181.94	296.2	5851.5	166.828	148.563
5173.88	1706.54	3945.9	4121.42	0	6617.13	0	0
145.556	1778.88	3505.41	4544.28	3643.65	6330.39	0	0
0	2315.92	2312.2	4667.67	3791.27	0	7.14286	291.691
6.25	1707.36	2732.15	4590.25	3807.89	0	89.3074	62.9278
453.172	1462.08	6953.19	4232.79	1160.43	0	309.975	275.824
5578.41	1159.85	3746.47	4870.3	2137.13	6380.99	0	73.1227
40	1180.75	75.7177	4058.5	0	6179.26	656.246	389.756
65.9425	2767.84	5762.6	4101.76	1123.27	0	1299.02	914.143
557.582	2757.4	156.636	3945.95	218.333	158.333	2230	742.857
712.434	1028.71	397.728	4958.17	1314.78	6544.55	654.705	481.096
4358.33	1299.13	6.66667	2346.85	2160	6408.76	126.786	0
111.689	507.177	5011.31	4822.12	5.55556	47.0513	86.9338	18.9229
1884.59	635.527	3245.31	4567.41	166.836	2768.25	546.599	510.081
817.857	2284.22	6029.08	4219.51	1486.25	6419.86	0	33.2473
5555.12	0	4751.99	3864.24	16.1455	3678.79	51.1111	48.1803
3181.32	1026.92	185.064	4357	3721.53	6319.07	6.66667	0
1738.04	2123.16	5774.84	4745.54	3302.67	5437.46	4.54545	49.9067
531.293	1920.58	3987.5	4067.4	153.429	6468.77	2389.29	1482.05
5344.72	1441.02	7516.07	4187.56	1803.74	6503.41	0	0
2675.33	2138.34	1078.21	4113.09	1401.16	6449.36	0	4.16667
3098.59	0	1885.36	4522.97	1544.33	6546.95	0	0
4770.1	870.916	3775.39	4653.94	6.66667	6466.01	0	0
5025.67	1312.8	3767.97	4125.47	3606.79	6526.28	0	0
508.591	1124.15	5454.19	4412.57	3856.62	2792.25	8.33333	97.7356
176.802	1524.18	202.614	4783.33	0	6528.19	14.2857	265.455
4245.89	1261.33	140.923	4502.52	3269.24	6322.29	1108.34	1201.33
0	1031.87	4160.48	4823.96	2508.32	3469.09	57.2044	110.923
4828.5	10	4479.05	4303.39	3276.06	6439	2314.48	1944.18
4959.92	755.35	1557.78	4780.32	3424.09	6315.04	48.6111	33.3333
640.723	1045.53	7728.54	4823.13	1657.91	6131.98	0	0
146.476	524.789	5983.64	4410.96	0	6608.45	0	6.89655
1992.24	10	7108.22	4660.37	1769.47	6525.55	0	0
84.8027	1061.78	673.899	4798.42	3463.97	3552.56	116.667	178.648
5373.7	19.4788	1456.33	3682.64	0	992.763	817.929	441.268
5449.24	19.2157	1617.26	4191.16	0	4807.05	0	7.69231
333.487	1209.11	5611.03	4989.92	10.4278	6299.56	280.741	192.869
5751.31	78.6986	1912.22	4611.97	5.26316	6146.99	10.101	14.6927
1794.35	6.25	3856.49	4462.12	3423.33	6584.75	903.44	895.666
1766.08	5.88235	334.682	4693	3648.33	5381.36	54.6898	93.9922
2020.59	1527.85	262.543	4687.26	1465.24	6664.11	1697.42	1332.4
3452.56	1027.59	2354.48	4317.96	1384.8	5222.07	59.2857	82.5072
5302.74	0	2027.79	3304.57	0	5460.16	34.0812	40.2175
3871.75	0	5256.59	3723.05	0	5581.12	15.8824	90.0881
165.397	4.34783	3359.06	3496.67	91.6667	3130.42	16.0256	155.204
28.7668	15	3693.76	4606.75	2187.39	6334.56	19.1667	10.101
2293.6	1143.19	7252.34	4601.66	475.051	2844.72	244.815	96.73
5437.98	0	2711.23	4240.83	44.4444	6217.19	0	77.9656
5108.25	72.0284	1129.12	2808.91	0	3336.13	90.3846	76.8134
22.2222	2402.55	3656.45	5032.73	283.333	6219.68	0	0
3997.91	2193.78	7960.51	4908.4	2022.6	6445.43	0	0
5315.7	12.5145	1413.39	3827.81	0	2883.19	24.8214	19.7619
66.9556	1138.83	5950.11	4910.52	1812.54	3137.89	73.8095	0
4953.51	57.1534	77.4807	4680.71	5.88235	6360.04	25.1284	4.34783
239.75	13.8095	406.973	4764.23	3056.64	6452.41	1373.33	958.613
27.8409	844.208	5233.85	4351.91	1788.6	6064.46	17.0846	39.2804
154.329	1998.51	3613.06	4730.63	3459.69	6588.2	0	2.77778
2171.85	1624.23	132.482	4179.12	1741.89	6354.01	0	43.0798
2074.47	8.33333	540.518	4775.16	978.81	6179.76	0	6.25
963.052	0	490.31	4669.22	3533.33	4694.17	4.7619	77.4274
0	1535.33	227.883	4841.74	1698.63	6470.12	166.542	5.88235
979.992	1301.46	3452.61	4914.84	2673.82	2220.47	11.1111	53.5591
166.786	1567.94	484.644	4910.84	1342.23	4089.59	0	96.0207
2572.27	0	971.279	3768.59	1739.99	3682.35	1376.74	1066.91
0	1839.69	992.313	4669.89	460.896	3099.73	138.248	225.071
4317.82	1534.12	3512.84	4503.81	2877.32	6576.84	426.564	388.891
2982.91	1686.98	4199.44	4235.62	3521.65	6336.59	718.407	645.292
2986.45	0	1047.97	3614.77	731.59	2583.11	884.172	555.875
4610.27	967.13	7545.48	4960.06	1150.2	3438.01	0	0
8.33333	1310.43	2726.46	4705.2	3518.17	6439.28	0	2.94118
